tweet_id,tweet_created_at,tweet_text,tweet_lang,tweet_source,tweet_reply_settings,tweet_conversation_id,tweet_in_response_to_user,tweet_username,tweet_user_tweet_count,tweet_user_description,tweet_user_location,tweet_user_created_at,tweet_user_pinned_tweet,tweet_user_profile_url,tweet_user_verified,tweet_user_listed_count,tweet_user_following_count,tweet_user_followers_count,tweet_reply_count,tweet_like_count,tweet_quote_count,tweet_reply_count,tweet_reference_type,tweet_reference_id,tweet_clean_text,tweet_sentiment_all,tweet_sentiment_compound,tweet_hashtags,tweet_annotations,tweet_urls,tweet_mentions,tweet_user_id,tweet_context_annotations,tweet_annotations,domain_ids,entity_ids
1481399720970964993,2022-01-12 22:56:31+00:00,@veryvirology @AGEricSchmitt @BobOnderMO @GovParsonMO @FirstLadyTeresa,und,Twitter for iPhone,everyone,1481001818012274689,2195717784,STAYWISE111,2653,,,2020-01-11 21:11:18+00:00,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,1,126,47,0,0,0,0,replied_to,1481001818012274689,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,,,,"['veryvirology', 'AGEricSchmitt', 'BobOnderMO', 'GovParsonMO', 'FirstLadyTeresa']",1216105198877323268,[],,[],[]
1481398774463406098,2022-01-12 22:52:45+00:00,RT @BobOnderMO: Call this what you want - woke orthodoxy comes to mind - but don’t call this science.,en,Twitter for iPhone,everyone,1481398774463406098,,SenateCaucus,810,"Tweets from the Missouri Senate Conservative Caucus.  Supporting Faith, Family and Freedom.","Jefferson City, Missouri",2021-06-02 21:09:21+00:00,1400208172468473862,https://pbs.twimg.com/profile_images/1400206812733902849/RDCw2yvU_normal.jpg,False,9,600,493,0,0,0,0,retweeted,1481397983597969418,: Call this what you want - woke orthodoxy comes to mind - but don’t call this science.,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.0387}",0.0387,,,,['BobOnderMO'],1400197790098153479,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1412579054855671809', 'name': 'Google Innovation'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '864925500627484672', 'name': 'Family and life stages', 'description': 'Family and Life Stages'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864926035569135616', 'name': 'Parenting K-6 kids', 'description': 'Parenting K-6 kids'}}]",,"['46', 'description: Family and Life Stages 66', 'name: Services 48', 'name: Google Innovation 65']","['864926035569135616', '1412579054855671809', '781974596752842752', '864925500627484672']"
1481398466035261450,2022-01-12 22:51:32+00:00,@fynn_fan @BobOnderMO @AGEricSchmitt,und,Twitter for iPhone,everyone,1481347783332401153,1461772569997156368,STAYWISE111,2653,,,2020-01-11 21:11:18+00:00,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,1,126,47,0,0,0,0,replied_to,1481347783332401153,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,,,,"['fynn_fan', 'BobOnderMO', 'AGEricSchmitt']",1216105198877323268,[],,[],[]
1481396929774993410,2022-01-12 22:45:25+00:00,@LAWashingtonMO @amyinthelou @BrianWilliamsMO @MomsDemand Thanks for sharing your story. Other survivors will really benefit from you turning loss into action. ❤️💔❤️💪,en,Twitter for Android,everyone,1481272741424779264,4576171152,AgitatorsNeeded,387798,"life-long voice for ending poverty, injustice and environmental harm. Moms Demand Action Lead, member of UniteBlue & #TheResistance🇺🇸#DemsWork4USA","Minnesota, USA ",2012-09-22 13:03:30+00:00,1347933546237849601,https://pbs.twimg.com/profile_images/1465754550586028037/Cgn5rkCb_normal.jpg,False,69,8534,8561,0,0,0,0,replied_to,1481272741424779264,Thanks for sharing your story. Other survivors will really benefit from you turning loss into action. ❤️💔❤️💪,"{'neg': 0.095, 'neu': 0.535, 'pos': 0.37, 'compound': 0.7713}",0.7713,,,,"['LAWashingtonMO', 'amyinthelou', 'BrianWilliamsMO', 'MomsDemand']",839722819,[],,[],[]
1481396532335235077,2022-01-12 22:43:50+00:00,"RT @MsLisaHendricks: @LAWashingtonMO @MomsDemand @amyinthelou @BrianWilliamsMO Thank you, Leslie. 
#GVSurvivorsWeek is such a meaningful ti…",en,Twitter for Android,everyone,1481396532335235077,,AgitatorsNeeded,387798,"life-long voice for ending poverty, injustice and environmental harm. Moms Demand Action Lead, member of UniteBlue & #TheResistance🇺🇸#DemsWork4USA","Minnesota, USA ",2012-09-22 13:03:30+00:00,1347933546237849601,https://pbs.twimg.com/profile_images/1465754550586028037/Cgn5rkCb_normal.jpg,False,69,8534,8561,0,0,0,0,retweeted,1481289940873146382,": Thank you, Leslie. #GVSurvivorsWeek is such a meaningful ti…","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.5859}",0.5859,['GVSurvivorsWeek'],"['Person', 'Leslie']",,"['MsLisaHendricks', 'LAWashingtonMO', 'MomsDemand', 'amyinthelou', 'BrianWilliamsMO']",839722819,[],"['Person', 'Leslie']",[],[]
1481396499472867338,2022-01-12 22:43:43+00:00,RT @LAWashingtonMO: Almost time for my 1st interview of Jan 2022 many more to come about national gun violence survivor week in February 💌💌…,en,Twitter for Android,everyone,1481396499472867338,,AgitatorsNeeded,387798,"life-long voice for ending poverty, injustice and environmental harm. Moms Demand Action Lead, member of UniteBlue & #TheResistance🇺🇸#DemsWork4USA","Minnesota, USA ",2012-09-22 13:03:30+00:00,1347933546237849601,https://pbs.twimg.com/profile_images/1465754550586028037/Cgn5rkCb_normal.jpg,False,69,8534,8561,0,0,0,0,retweeted,1481272741424779264,: Almost time for my 1st interview of Jan 2022 many more to come about national gun violence survivor week in February 💌💌…,"{'neg': 0.232, 'neu': 0.679, 'pos': 0.089, 'compound': -0.6124}",-0.6124,,,,['LAWashingtonMO'],839722819,[],,[],[]
1481396049902284800,2022-01-12 22:41:55+00:00,RT @LAWashingtonMO: Almost time for my 1st interview of Jan 2022 many more to come about national gun violence survivor week in February 💌💌…,en,Twitter for iPhone,everyone,1481396049902284800,,k8bisch,56564,"#Emplaw attorney, #HR consultant, speaker, @hwepodcast, @MomsDemand & Mommom. I love #compliance, #training, investigations & ending harassment. (She/Her)","Minneapolis, MN",2013-11-20 17:42:56+00:00,1272706780188065794,https://pbs.twimg.com/profile_images/1315806656115081216/fHNDIBtC_normal.jpg,False,649,4644,10672,0,0,0,0,retweeted,1481272741424779264,: Almost time for my 1st interview of Jan 2022 many more to come about national gun violence survivor week in February 💌💌…,"{'neg': 0.232, 'neu': 0.679, 'pos': 0.089, 'compound': -0.6124}",-0.6124,,,,['LAWashingtonMO'],2205314772,[],,[],[]
1481394466892177413,2022-01-12 22:35:38+00:00,RT @lizstl13: @jchrthomas @HawleyMO @CaseyNolen @ksdknews @Missourinet @ABC17News @Patty4MO @MayorLucasKC @MOHospitals @MONurses @EFMoriart…,en,Twitter for Android,everyone,1481394466892177413,,MandyYo68424222,1164,"Blue dot in red state.#RidinwithBiden Momma to 5, Me-me to 7!  #KCChiefs. #KCRoyals. #DenverNuggets  #OhioStateBuckeyes!!",,2021-07-20 23:54:04+00:00,1461099172418011138,https://pbs.twimg.com/profile_images/1461811067915485188/wcBNiuNX_normal.jpg,False,0,564,210,0,0,0,0,retweeted,1480630565489545221,: …,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,,,,"['lizstl13', 'jchrthomas', 'HawleyMO', 'CaseyNolen', 'ksdknews', 'Missourinet', 'ABC17News', 'Patty4MO', 'MayorLucasKC', 'MOHospitals', 'MONurses']",1417633901170896897,[],,[],[]
1481393911633350657,2022-01-12 22:33:26+00:00,"@NickBSchroer @BobOnderMO @BillEigel @tonylovasco Seems to me as if St. Charles should secede from MO and establish their own state, unencumbered by all those radical local politicians.",en,Twitter for iPad,everyone,1481317835024568326,4591016128,BeerCat0123,4157,Love to make and drink beer!,"Maplewood, MO",2017-02-01 23:36:03+00:00,,https://pbs.twimg.com/profile_images/826940241135226882/HRF0N16K_normal.jpg,False,0,105,27,0,0,0,0,replied_to,1481317835024568326,"Seems to me as if St. Charles should secede from MO and establish their own state, unencumbered by all those radical local politicians.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,"['Person', 'St. Charles', 'Place', 'MO']",,"['NickBSchroer', 'BobOnderMO', 'BillEigel', 'tonylovasco']",826937184133509121,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070735163343036416', 'name': 'Nick Schroer', 'description': 'American politician serving in the Missouri House of Representatives'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1070735163343036416', 'name': 'Nick Schroer', 'description': 'American politician serving in the Missouri House of Representatives'}}]","['Person', 'St. Charles', 'Place', 'MO']","['description: American politician serving in the Missouri House of Representatives 35', '10']",['1070735163343036416']
1481393838178684930,2022-01-12 22:33:08+00:00,Please join @DebLavender and Dennis Roach as they partner with Missouri Dems for #MLKDay2022 to help feed the hungry. Nothing more worthy for MLK Day than to serve The People. #MODemsCare @indivisiblestl @MO2ndDist4Chg @jenesq2 @fierce_day @DarrylGregoryG2 @DKasten1 @Dougbeck562 https://t.co/QASOGM7wXG,en,Twitter Web App,everyone,1481393838178684930,,KitchenSemo,4707,"Group Leader of Indivisible STL, indivisiblestl314@gmail.com Founded Indivisible SEMO indivisiblesemo@gmail.com Warren Democrat","St Louis, MO",2019-12-13 17:11:43+00:00,,https://pbs.twimg.com/profile_images/1249490502417813504/QSMJK5tj_normal.jpg,False,7,1239,563,0,0,0,0,,,Please join and Dennis Roach as they partner with Missouri Dems for #MLKDay2022 to help feed the hungry. Nothing more worthy for MLK Day than to serve The People. #MODemsCare,"{'neg': 0.073, 'neu': 0.726, 'pos': 0.201, 'compound': 0.554}",0.554,"['MLKDay2022', 'MODemsCare']","['Person', 'Dennis Roach', 'Organization', 'Missouri Dems', 'Other', 'MLK Day']",['https://twitter.com/KitchenSemo/status/1481393838178684930/photo/1'],"['DebLavender', 'indivisiblestl', 'MO2ndDist4Chg', 'jenesq2', 'fierce_day', 'DarrylGregoryG2', 'DKasten1', 'Dougbeck562']",1205535714399653890,"[{'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1458566135763255304', 'name': 'Martin Luther King Jr. Day'}}]","['Person', 'Dennis Roach', 'Organization', 'Missouri Dems', 'Other', 'MLK Day']",['119'],['1458566135763255304']
1481393304113758210,2022-01-12 22:31:01+00:00,"@ClaytonSchools @BrianWilliamsMO Thats awesome. He's such a class act. Also, get the masks off of the kids, especially in PE",en,Twitter for Android,everyone,1480582263649800197,54325947,Not_Woke_Enough,16991,#Conservative. I speak #Sarcasm fluently. Open minded. Freedom isn't free. #MolonLabe. 🇺🇸 is worth fighting for. Trust but verify. #FactsMatter.,United States,2020-07-08 07:54:59+00:00,1454026903157882884,https://pbs.twimg.com/profile_images/1480831330812235777/Q8-wJa5R_normal.jpg,False,0,1427,1481,0,0,0,0,replied_to,1480582263649800197,"Thats awesome. He's such a class act. Also, get the masks off of the kids, especially in PE","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.6249}",0.6249,,,,"['ClaytonSchools', 'BrianWilliamsMO']",1280772279249625089,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1129067985451118593', 'name': 'Physical Education'}}]",,['66'],['1129067985451118593']
1481393073515081731,2022-01-12 22:30:06+00:00,"RT @thisweekinmopol: Sen. @DLHoskins discusses tensions among senators in the upper chamber. 

""As a senator, you're only as good as a pers…",en,Twitter for iPhone,everyone,1481393073515081731,,SenateCaucus,810,"Tweets from the Missouri Senate Conservative Caucus.  Supporting Faith, Family and Freedom.","Jefferson City, Missouri",2021-06-02 21:09:21+00:00,1400208172468473862,https://pbs.twimg.com/profile_images/1400206812733902849/RDCw2yvU_normal.jpg,False,9,600,493,0,0,0,0,retweeted,1481279811997908995,": Sen. discusses tensions among senators in the upper chamber. ""As a senator, you're only as good as a pers…","{'neg': 0.131, 'neu': 0.728, 'pos': 0.141, 'compound': 0.0516}",0.0516,,"['Person', 'Sen.']",,"['thisweekinmopol', 'DLHoskins']",1400197790098153479,[],"['Person', 'Sen.']",[],[]
