tweet_id,tweet_created_at,tweet_text,tweet_lang,tweet_source,tweet_reply_settings,tweet_conversation_id,tweet_in_response_to_user,tweet_username,tweet_user_tweet_count,tweet_user_description,tweet_user_location,tweet_user_created_at,tweet_user_pinned_tweet,tweet_user_profile_url,tweet_user_verified,tweet_user_listed_count,tweet_user_following_count,tweet_user_followers_count,tweet_reply_count,tweet_like_count,tweet_quote_count,tweet_reply_count,tweet_reference_type,tweet_reference_id,tweet_clean_text,tweet_sentiment_all,tweet_sentiment_compound,tweet_hashtags,tweet_annotations,tweet_urls,tweet_mentions,tweet_user_id,tweet_context_annotations
1480981730492309512,2022-01-11 19:15:34+00:00,"@LauraAnnSTL @EquityMissouri STATE WIDE Missouri Teachers Strike for MAY and JUNE if ANY of these HORRIBLE State Laws are enacted.
Have these Rural MAGA Peasants home school. 
Good luck meeting your mistresses when you are stuck at home with your kids!
LOLOLOL",en,Twitter Web App,everyone,1480981246587117571,2338955550,CliffDogStL1,4134,Inventor and Son of WWII Veteran. Grandson of a Union Organizer. Great Great Great Grandson of Revolutionary War Veterans.,Midwest,2018-10-16 02:25:54+00:00,,https://pbs.twimg.com/profile_images/1353826566921400320/nW1FYo_D_normal.jpg,False,0,419,99,0,2,0,0,replied_to,1480981246587117571,STATE WIDE Missouri Teachers Strike for MAY and JUNE if ANY of these HORRIBLE State Laws are enacted. Have these Rural MAGA Peasants home school. Good luck meeting your mistresses when you are stuck at home with your kids! LOLOLOL,"{'neg': 0.164, 'neu': 0.715, 'pos': 0.121, 'compound': -0.2789}",-0.2789,,"['Place', 'Missouri']",,"['LauraAnnSTL', 'EquityMissouri']",1052022795046137856,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033416629', 'name': 'Mistresses'}}]"
1480981246587117571,2022-01-11 19:13:39+00:00,"We. Showed. Up. 1600 written testimonies opposing the attempt to censor Missouri educators! 

I don’t even know the half of what our teachers are going through right now, but please know you are appreciated and we will continue to have your back. 💙💛 @EquityMissouri #MoLeg https://t.co/NIHvnACiq7",en,Twitter for iPhone,everyone,1480981246587117571,,LauraAnnSTL,17265,Missouri @momsdemand group lead. Survivor🧡. Law clerks get paid to stalk my Twitter feed-Concerned parents do it for free. Opinions my own. She/her,"St. Louis, MO",2014-02-11 20:11:17+00:00,1460424549955162117,https://pbs.twimg.com/profile_images/1459569744076361728/DysgLf0V_normal.jpg,False,14,3029,4770,19,313,1,19,quoted,1480978505034866697,"We. Showed. Up. 1600 written testimonies opposing the attempt to censor Missouri educators! I don’t even know the half of what our teachers are going through right now, but please know you are appreciated and we will continue to have your back. 💙💛 #MoLeg","{'neg': 0.04, 'neu': 0.805, 'pos': 0.155, 'compound': 0.7712}",0.7712,['MoLeg'],"['Place', 'Missouri']",['https://twitter.com/EquityMissouri/status/1480978505034866697'],['EquityMissouri'],2338955550,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847546154439000064', 'name': 'Education', 'description': 'Education through the lens of those passionate about resources and news. This topic excludes Education policy and reform.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}]"
1480972676915150848,2022-01-11 18:39:35+00:00,"@BigElad Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted.
Have these Rural MAGA Peasants home school. 
Good luck meeting your mistresses when you are stuck at home with your kids!
LOLOLOL",en,Twitter Web App,everyone,1480972204179398661,1262797633,CliffDogStL1,4134,Inventor and Son of WWII Veteran. Grandson of a Union Organizer. Great Great Great Grandson of Revolutionary War Veterans.,Midwest,2018-10-16 02:25:54+00:00,,https://pbs.twimg.com/profile_images/1353826566921400320/nW1FYo_D_normal.jpg,False,0,419,99,1,0,0,1,replied_to,1480972204179398661,Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted. Have these Rural MAGA Peasants home school. Good luck meeting your mistresses when you are stuck at home with your kids! LOLOLOL,"{'neg': 0.082, 'neu': 0.773, 'pos': 0.145, 'compound': 0.5707}",0.5707,,,,['BigElad'],1052022795046137856,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033416629', 'name': 'Mistresses'}}]"
1480970339349778434,2022-01-11 18:30:18+00:00,I kinda want there to be a lockdown in Missouri. I’m getting really scared at school bc there’s been a lot of kids absent bc of COVID and there were 11 missing teachers yesterday bc of Covid or a loved one w Covid.,en,Twitter for iPad,following,1480970339349778434,,Deremo_exe,1758,"According to my classmates, I’m a really good “drawer” DNI if you’re a NSFW account",They/He,2020-10-10 02:36:30+00:00,1397326189002379264,https://pbs.twimg.com/profile_images/1457186834438660102/y73sHMrH_normal.jpg,False,0,71,12,1,1,0,1,,,I kinda want there to be a lockdown in Missouri. I’m getting really scared at school bc there’s been a lot of kids absent bc of COVID and there were 11 missing teachers yesterday bc of Covid or a loved one w Covid.,"{'neg': 0.122, 'neu': 0.767, 'pos': 0.111, 'compound': -0.1245}",-0.1245,,"['Place', 'Missouri', 'Person', 'Covid']",,,1314756580982886403,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
1480969803661660163,2022-01-11 18:28:10+00:00,"I oppose HB 1474 and HB 1995. These bills create a chilling effect that prevents our teachers from teaching critical aspects our history, and deprives our students the ability to learn from diverse perspectives. Missouri public school children deserve better. #moleg",en,Twitter Web App,everyone,1480969803661660163,,kyes_the_limit,2154,Assistant Prof of Sociology @MissouriState.He/Him.🏳️‍🌈. #FirstGen. Intersectional Feminist. Educator. Health Researcher. Politics wonk. Boss. Opinions my own.,"Springfield, MO",2014-03-04 04:49:20+00:00,,https://pbs.twimg.com/profile_images/1479909456477491201/CT3w1JqJ_normal.jpg,False,18,1258,1517,1,23,0,1,,,"I oppose HB 1474 and HB 1995. These bills create a chilling effect that prevents our teachers from teaching critical aspects our history, and deprives our students the ability to learn from diverse perspectives. Missouri public school children deserve better. #moleg","{'neg': 0.131, 'neu': 0.685, 'pos': 0.184, 'compound': 0.3612}",0.3612,['moleg'],"['Organization', 'HB 1474', 'Place', 'Missouri']",,,2371393316,[]
1480966794475102209,2022-01-11 18:16:13+00:00,"@LauraAnnSTL Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted.
Have these Rural MAGA Peasants home school. 
Good luck meeting your mistresses when you are stuck at home with your kids!
LOLOLOL",en,Twitter Web App,everyone,1480888879041454087,2338955550,CliffDogStL1,4134,Inventor and Son of WWII Veteran. Grandson of a Union Organizer. Great Great Great Grandson of Revolutionary War Veterans.,Midwest,2018-10-16 02:25:54+00:00,,https://pbs.twimg.com/profile_images/1353826566921400320/nW1FYo_D_normal.jpg,False,0,419,99,0,2,0,0,replied_to,1480966013202186242,Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted. Have these Rural MAGA Peasants home school. Good luck meeting your mistresses when you are stuck at home with your kids! LOLOLOL,"{'neg': 0.082, 'neu': 0.773, 'pos': 0.145, 'compound': 0.5707}",0.5707,,,,['LauraAnnSTL'],1052022795046137856,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033416629', 'name': 'Mistresses'}}]"
1480964511205146624,2022-01-11 18:07:09+00:00,@PuckLives403 @MildredWells433 Here in Missouri all are masking in most classes! My daughter is a teacher .. fully vaxxed and still got a mild case over the Xmas break. She was more worried about her students and grateful she could quarantine over the holiday. I support teachers! They are amazing. 🥰👍,en,Twitter for iPhone,everyone,1480700448491249671,880604493410320384,dj_french12,1812,"I’m not just https://t.co/qw5LUROnWC I’m #resister #writingcommmunity I’m a sap who cries at weddings, married to my best friend  #🌊🌊🌊🌊#Biden",,2021-03-31 22:13:36+00:00,1480864053014712328,https://pbs.twimg.com/profile_images/1416037401814839297/TWxDs04D_normal.jpg,False,3,5002,2602,0,9,0,0,replied_to,1480700448491249671,Here in Missouri all are masking in most classes! My daughter is a teacher .. fully vaxxed and still got a mild case over the Xmas break. She was more worried about her students and grateful she could quarantine over the holiday. I support teachers! They are amazing. 🥰👍,"{'neg': 0.044, 'neu': 0.729, 'pos': 0.227, 'compound': 0.8831}",0.8831,,"['Place', 'Missouri', 'Other', 'Xmas']",,"['PuckLives403', 'MildredWells433']",1377383385010745344,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
1480962896742043655,2022-01-11 18:00:44+00:00,"@piper4missouri Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted.
Have these Rural MAGA Peasants home school. 
Good luck meeting your mistresses when you are stuck at home with your kids!
LOLOLOL",en,Twitter Web App,everyone,1480961531772915717,1332809596885405702,CliffDogStL1,4134,Inventor and Son of WWII Veteran. Grandson of a Union Organizer. Great Great Great Grandson of Revolutionary War Veterans.,Midwest,2018-10-16 02:25:54+00:00,,https://pbs.twimg.com/profile_images/1353826566921400320/nW1FYo_D_normal.jpg,False,0,419,99,0,0,0,0,replied_to,1480961531772915717,Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted. Have these Rural MAGA Peasants home school. Good luck meeting your mistresses when you are stuck at home with your kids! LOLOLOL,"{'neg': 0.082, 'neu': 0.773, 'pos': 0.145, 'compound': 0.5707}",0.5707,,,,['piper4missouri'],1052022795046137856,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033416629', 'name': 'Mistresses'}}]"
1480962759575674886,2022-01-11 18:00:11+00:00,"@HawleyMO Rural Missouri Teachers Strike for MAY and JUNE if ANY of these State Laws are enacted.
Have these Rural MAGA Peasants home school. 
Good luck meeting your mistresses when you are stuck at home with your kids!
LOLOLOL",en,Twitter Web App,everyone,1480962070300577792,2352629311,CliffDogStL1,4134,Inventor and Son of WWII Veteran. Grandson of a Union Organizer. Great Great Great Grandson of Revolutionary War Veterans.,Midwest,2018-10-16 02:25:54+00:00,,https://pbs.twimg.com/profile_images/1353826566921400320/nW1FYo_D_normal.jpg,False,0,419,99,0,4,0,0,replied_to,1480962070300577792,Rural Missouri Teachers Strike for MAY and JUNE if ANY of these State Laws are enacted. Have these Rural MAGA Peasants home school. Good luck meeting your mistresses when you are stuck at home with your kids! LOLOLOL,"{'neg': 0.08, 'neu': 0.778, 'pos': 0.142, 'compound': 0.5707}",0.5707,,,,['HawleyMO'],1052022795046137856,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033416629', 'name': 'Mistresses'}}]"
1480961607685529607,2022-01-11 17:55:36+00:00,"@LauraAnnSTL Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted.
Have these Rural MAGA Peasants home school. 
Good luck meeting your mistresses when you are stuck at home with your kids!
LOLOLOL",en,Twitter Web App,everyone,1480730787959947267,2338955550,CliffDogStL1,4134,Inventor and Son of WWII Veteran. Grandson of a Union Organizer. Great Great Great Grandson of Revolutionary War Veterans.,Midwest,2018-10-16 02:25:54+00:00,,https://pbs.twimg.com/profile_images/1353826566921400320/nW1FYo_D_normal.jpg,False,0,419,99,0,0,0,0,replied_to,1480730787959947267,Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted. Have these Rural MAGA Peasants home school. Good luck meeting your mistresses when you are stuck at home with your kids! LOLOLOL,"{'neg': 0.082, 'neu': 0.773, 'pos': 0.145, 'compound': 0.5707}",0.5707,,,,['LauraAnnSTL'],1052022795046137856,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033416629', 'name': 'Mistresses'}}]"
1480960917160570880,2022-01-11 17:52:52+00:00,"@LauraAnnSTL Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted.
Have these Rural MAGA Peasants home school. 
Good luck meeting your mistresses when you are stuck at home with your kids!
LOLOLOL",en,Twitter Web App,everyone,1480960149351284750,2338955550,CliffDogStL1,4134,Inventor and Son of WWII Veteran. Grandson of a Union Organizer. Great Great Great Grandson of Revolutionary War Veterans.,Midwest,2018-10-16 02:25:54+00:00,,https://pbs.twimg.com/profile_images/1353826566921400320/nW1FYo_D_normal.jpg,False,0,419,99,0,0,0,0,replied_to,1480960149351284750,Rural Missouri Teachers Strike for MAY and JUNE if ANY of these laws are enacted. Have these Rural MAGA Peasants home school. Good luck meeting your mistresses when you are stuck at home with your kids! LOLOLOL,"{'neg': 0.082, 'neu': 0.773, 'pos': 0.145, 'compound': 0.5707}",0.5707,,,,['LauraAnnSTL'],1052022795046137856,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033416629', 'name': 'Mistresses'}}]"
1480949884329119744,2022-01-11 17:09:01+00:00,A reminder that starting salary for Missouri teachers is the second lowest in the nation. https://t.co/BwYYzJ0ay5,en,Twitter for iPad,everyone,1480949884329119744,,emzorbit,215626,My child will never hold elected office because of this account. I cuss so my kid has made a killing on the swear jar market.,Missouree,2012-03-26 19:37:11+00:00,1480251498525335555,https://pbs.twimg.com/profile_images/1067886734413873152/qQ9Sa5mX_normal.jpg,False,84,6954,10673,1,24,0,1,quoted,1480910876538458125,A reminder that starting salary for Missouri teachers is the second lowest in the nation.,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",-0.3818,,"['Organization', 'Missouri']",['https://twitter.com/piper4missouri/status/1480910876538458125'],,537496507,[]
1480948890916605953,2022-01-11 17:05:04+00:00,"Quite proud of the work Mr. Young is doing to support middle level students in the performing arts, as well as all students and teachers across Missouri! @StLouisRPDC @EducPlus @EdPlusExD https://t.co/sM7nDGjbmo",en,Twitter for iPhone,everyone,1480948890916605953,,TedHiff,49610,"Dad, @MLDSleaders Specialist, @MIZZOU Alumni, ‘16 MO Principal of the Year, Character Ed, #MLDSchat mod, @showmeeducation podcast team, and Retired MS Principal","O'Fallon, MO",2012-12-26 19:35:27+00:00,,https://pbs.twimg.com/profile_images/1377481987842322434/WJ0Yp5Uc_normal.jpg,False,306,5995,8515,0,5,0,0,quoted,1480916426718392323,"Quite proud of the work Mr. Young is doing to support middle level students in the performing arts, as well as all students and teachers across Missouri!","{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.8169}",0.8169,,"['Person', 'Mr. Young', 'Place', 'Missouri']",['https://twitter.com/moeducation/status/1480916426718392323'],"['StLouisRPDC', 'EducPlus', 'EdPlusExD']",1037882652,[]
1480948432277684226,2022-01-11 17:03:15+00:00,"Congratulations, James! Thank you for representing the teachers of Missouri. @FergFlorSchools https://t.co/eEfdRauofV",en,Twitter for iPhone,everyone,1480948432277684226,,LGlasgowNBCT,3303,"Proud National Board Certified Teacher, 2016 Missouri Teacher of Year, 2017 NEA Global Fellow",,2015-09-24 22:43:51+00:00,,https://pbs.twimg.com/profile_images/951091170607878144/DIta5_sk_normal.jpg,False,9,1485,995,0,1,0,0,quoted,1480916426718392323,"Congratulations, James! Thank you for representing the teachers of Missouri.","{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.7712}",0.7712,,"['Person', 'James', 'Place', 'Missouri']",['https://twitter.com/moeducation/status/1480916426718392323'],['FergFlorSchools'],3675057734,[]
1480947749088477184,2022-01-11 17:00:32+00:00,Congratulations and thank you for serving the students and teachers of Missouri! https://t.co/46b3oV8TYt,en,Twitter for iPhone,everyone,1480947749088477184,,LGlasgowNBCT,3303,"Proud National Board Certified Teacher, 2016 Missouri Teacher of Year, 2017 NEA Global Fellow",,2015-09-24 22:43:51+00:00,,https://pbs.twimg.com/profile_images/951091170607878144/DIta5_sk_normal.jpg,False,9,1485,995,0,0,0,0,quoted,1480913389295587329,Congratulations and thank you for serving the students and teachers of Missouri!,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.7712}",0.7712,,"['Place', 'Missouri']",['https://twitter.com/moeducation/status/1480913389295587329'],,3675057734,[]
1480946258336526343,2022-01-11 16:54:37+00:00,friends granddaughter. The bullet traveled through a major artery and she unfortunately couldn’t fight it. This is a daily toll of gun violence in Missouri. #MOLeg is deciding whether or not to allow guns in public spaces and to arm teachers. This will become a narrative,en,Twitter for iPhone,everyone,1480946257245917189,716314814,zacharydmallory,10822,Domestic Gun Violence Survivor. @momsdemand @everytown Volunteer. Working to end #YouthHomelessness. RESULTS Fellow. @Everytown 2022 Survivor Fellow,"Missouri, USA",2012-07-25 16:01:12+00:00,1473040658768224261,https://pbs.twimg.com/profile_images/1473831461304381441/DKtUFoa8_normal.jpg,False,32,5001,3430,1,12,0,1,replied_to,1480946257245917189,friends granddaughter. The bullet traveled through a major artery and she unfortunately couldn’t fight it. This is a daily toll of gun violence in Missouri. #MOLeg is deciding whether or not to allow guns in public spaces and to arm teachers. This will become a narrative,"{'neg': 0.247, 'neu': 0.695, 'pos': 0.058, 'compound': -0.8429}",-0.8429,['MOLeg'],"['Place', 'Missouri']",,,716314814,[]
1480933451700346885,2022-01-11 16:03:43+00:00,Thanks to #molegislators like @IanMack03007724 who are standing up for educators and teachers! @MOSchoolPsych supports you and will continue to support legislation that is good for ALL Missouri’s children and families. #naspadvocates https://t.co/lvr8CdwVwJ,en,Twitter for iPhone,everyone,1480933451700346885,,KJSchoolPsych,2689,"Mom, Advocate for Social Justice, Ally to Those who are Minoritized, Nationally Certified School Psych, Doctoral Candidate, Life-Long Learner, Adventurer! 🌎","St Louis, MO",2016-10-12 13:41:10+00:00,1269418979103252480,https://pbs.twimg.com/profile_images/1268367304712208389/Xy4YTcYb_normal.jpg,False,0,969,1049,0,2,0,0,quoted,1480921177052831755,Thanks to #molegislators like who are standing up for educators and teachers! supports you and will continue to support legislation that is good for ALL Missouri’s children and families. #naspadvocates,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.9151}",0.9151,"['molegislators', 'naspadvocates']","['Place', 'Missouri']",['https://twitter.com/molegdems/status/1480921177052831755'],"['IanMack03007724', 'MOSchoolPsych']",786200037374234624,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847546154439000064', 'name': 'Education', 'description': 'Education through the lens of those passionate about resources and news. This topic excludes Education policy and reform.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}]"
1480932470187081730,2022-01-11 15:59:49+00:00,"Hey Missouri, you wanna see even more teachers leave the profession? Go ahead and pass stupid legislation like this proposed by @DougRicheyMO https://t.co/6WFvgVsJmv",en,Twitter for iPhone,everyone,1480932470187081730,,MizzRBell,6444,Mizzou. Royals. Chiefs. BBQ. Beer.,,2010-07-06 04:52:18+00:00,,https://pbs.twimg.com/profile_images/1412272501841879041/GftHY1ZJ_normal.jpg,False,0,529,345,3,3,0,3,quoted,1480910876538458125,"Hey Missouri, you wanna see even more teachers leave the profession? Go ahead and pass stupid legislation like this proposed by","{'neg': 0.192, 'neu': 0.709, 'pos': 0.099, 'compound': -0.3353}",-0.3353,,"['Place', 'Missouri']",['https://twitter.com/piper4missouri/status/1480910876538458125'],['DougRicheyMO'],163343403,[]
1480932010449375234,2022-01-11 15:58:00+00:00,"@piper4missouri What about a ""parent's responsibilities"" bill?  If parents aren't involved with their student's learning, what gives them the right to demand how anything is taught at school?  Did Schroer mention a word about Missouri teachers being the lowest paid in the nation?",en,Twitter Web App,everyone,1480920111586463754,1332809596885405702,Sam201810,273657,,,2018-05-05 03:43:19+00:00,,https://pbs.twimg.com/profile_images/992613946141032448/5vKMWs8Q_normal.jpg,False,0,422,763,1,16,0,1,replied_to,1480920111586463754,"What about a ""parent's responsibilities"" bill? If parents aren't involved with their student's learning, what gives them the right to demand how anything is taught at school? Did Schroer mention a word about Missouri teachers being the lowest paid in the nation?","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.5632}",-0.5632,,"['Place', 'Missouri']",,['piper4missouri'],992610666782580741,[]
1480929784624566285,2022-01-11 15:49:09+00:00,"@LuluStl @piper4missouri The point they seem to be making is that they’d like teachers to have 8+ years of training, rather than 4. 

That’s especially ridiculous given the pay they’re offering in Missouri.",en,Twitter for iPhone,everyone,1480918737482047496,557975947,katiejoyc,3490,"Artist 🎨, Teacher 📚 , DE 🇩🇪 + MA + NC + NY + RI + BE 🇧🇪 + PA",,2010-04-11 19:48:56+00:00,,https://pbs.twimg.com/profile_images/1283148062655950849/j_-xo6MI_normal.jpg,False,2,583,62,1,5,0,1,replied_to,1480924333153435654,"The point they seem to be making is that they’d like teachers to have 8+ years of training, rather than 4. That’s especially ridiculous given the pay they’re offering in Missouri.","{'neg': 0.121, 'neu': 0.807, 'pos': 0.072, 'compound': -0.1761}",-0.1761,,"['Place', 'Missouri']",,"['LuluStl', 'piper4missouri']",131930542,[]
1480928239325483009,2022-01-11 15:43:01+00:00,"Students in grades 9-11 must update plans of study in Missouri Connections prior to January 24. Only students who show their updated plans of study to homeroom teachers will receive an enrollment form. Check your school email for instructions.
https://t.co/DYOX5TdoWi",en,Buffer,everyone,1480928239325483009,,CJHSCounseling,1890,The Carl Junction High School Counseling Office is here to help! Visit our website below to get contact information and answers to many of your questions!,Carl Junction High School,2011-08-17 23:09:23+00:00,,https://pbs.twimg.com/profile_images/1230150815664541701/z_67HgUf_normal.jpg,False,5,66,557,0,0,0,0,,,Students in grades 9-11 must update plans of study in Missouri Connections prior to January 24. Only students who show their updated plans of study to homeroom teachers will receive an enrollment form. Check your school email for instructions.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,"['Place', 'Missouri']",['https://buff.ly/3qVL3lc'],,357159735,[]
1480927585408270348,2022-01-11 15:40:25+00:00,"#Missouri #votehimout For a party that spouts limited government intrusion, this Republican state rep wants to police teachers at the source. 🤦🏽‍♂️ #FireHim and stand up for duly elected school board governance &amp; keep the state rep. republicans out of playing politics with our kids. https://t.co/wikln8xdK1",en,Twitter for iPhone,everyone,1480927585408270348,,MannyforKC,5631,Kansas City School Board member representing Sub District 3.,"Kansas City, MO",2016-01-26 05:19:18+00:00,,https://pbs.twimg.com/profile_images/1093377084024672256/g1V3K5iP_normal.jpg,False,16,2240,1993,0,1,0,0,quoted,1480910876538458125,"#Missouri #votehimout For a party that spouts limited government intrusion, this Republican state rep wants to police teachers at the source. 🤦🏽‍♂️ #FireHim and stand up for duly elected school board governance &amp; keep the state rep. republicans out of playing politics with our kids.","{'neg': 0.04, 'neu': 0.865, 'pos': 0.095, 'compound': 0.3818}",0.3818,"['Missouri', 'votehimout', 'FireHim']","['Organization', 'Republican']",['https://twitter.com/piper4missouri/status/1480910876538458125'],,4848301863,[]
1480926977544568842,2022-01-11 15:38:00+00:00,"@YNB In a small town in Missouri, the teachers would cut holes into a wooden paddle in an attempt to make it more painful when they struck you for whatever reason. It was during the 70s. It also seemed they beat the poor kids more than anyone else.",en,Twitter for iPhone,everyone,1480916327678320640,23314049,justmarvelousme,83006,"Retired Nurse, BSN, Hospice 🌊 If you’re here to pick a fight, move along. #BeKind #BLM #Resist #VoteBLUE","Carlsbad, CA",2009-04-30 11:49:47+00:00,1476263456848302080,https://pbs.twimg.com/profile_images/1439752837919952901/XrYfcVck_normal.jpg,False,4,4777,3235,1,1,0,1,replied_to,1480916327678320640,"In a small town in Missouri, the teachers would cut holes into a wooden paddle in an attempt to make it more painful when they struck you for whatever reason. It was during the 70s. It also seemed they beat the poor kids more than anyone else.","{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.8553}",-0.8553,,"['Place', 'Missouri']",,['YNB'],36644047,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070719623379611655', 'name': 'Yvette Nicole Brown', 'description': 'American actress'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1070719623379611655', 'name': 'Yvette Nicole Brown', 'description': 'American actress'}}]"
1480926417667997705,2022-01-11 15:35:46+00:00,"Certain members of #moleg this morning have made it abundantly clear they see teachers as people who have no ability to reason or to think, or teach others to do the same. Missouri legislators are attacking public educators in plain view. Higher Ed: you're next. Please speak up.",en,Twitter Web App,everyone,1480926417667997705,,teacherprep4MO,9261,"M.A. History, BSEd,

Committed to student success in all its many forms. Tweets mine, but you knew that.",Missouri,2018-06-28 19:58:53+00:00,1450818594972086275,https://pbs.twimg.com/profile_images/1452446206744043531/YdR9B7UO_normal.jpg,False,0,1184,621,0,13,0,0,,,"Certain members of #moleg this morning have made it abundantly clear they see teachers as people who have no ability to reason or to think, or teach others to do the same. Missouri legislators are attacking public educators in plain view. Higher Ed: you're next. Please speak up.","{'neg': 0.092, 'neu': 0.743, 'pos': 0.165, 'compound': 0.4767}",0.4767,['moleg'],"['Place', 'Missouri']",,,1012425122295308290,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847546154439000064', 'name': 'Education', 'description': 'Education through the lens of those passionate about resources and news. This topic excludes Education policy and reform.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}]"
1480921954467131405,2022-01-11 15:18:02+00:00,The Missouri GOP is off the rails. Teachers will quit en masses and we'll they should. https://t.co/DCsiOjPdHf,en,Twitter for Android,everyone,1480921954467131405,,JaniceForsyth5,20380,,,2019-08-31 16:56:10+00:00,,https://pbs.twimg.com/profile_images/1269986477699739650/J1lq_8og_normal.jpg,False,1,241,59,0,1,0,0,quoted,1480910876538458125,The Missouri GOP is off the rails. Teachers will quit en masses and we'll they should.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,"['Organization', 'Missouri GOP']",['https://twitter.com/piper4missouri/status/1480910876538458125'],,1167843387065679872,[]
